TexteA,TextB,TextAPT,TextBPT,TFIDF,Jaccard_Distance,Levenshtein_Distance,NGram-Similarity,EXPECTED,RESULT,Score Keywords,Score entities
Ron Paul says Rick Perry was Al Gore's campaign chairman not long ago,Debra Medina claims Rick Perry was a Democrat and Al Gore's campaign manager,ron paul rick perry al gores campaign chairman long ago ,debra medina claims rick perry democrat al gores campaign manager ,0.34,0.3333333333333333,37,0.2727272727272727,ST,N,0.0,0.3359396747382941
Bloggers say Warren Buffett recently turned against Obamacare,Rep. Graves wrong about Buffett's health law stance,bloggers warren buffett recently turned obamacare ,rep graves wrong buffetts health law stance ,0.0,0.0,31,0.0,ST,N,0.0,0.38743300935848607
Rick Santorum says defense spending has fallen since 1958 as percent of federal budget,Rick Santorum charts explosion of federal entitlement spending since 1958,rick santorum defense spending fallen since one thousand nine hundred fiftyeight percent federal budget ,rick santorum charts explosion federal entitlement spending since one thousand nine hundred fiftyeight ,0.59,0.5882352941176471,58,0.0,N,ST,0.4112070550676187,0.4743307064971939
Andrew Gillum says crime dropping in Tallahassee,Ron DeSantis says Tallahassee Mayor Andrew Gillum presided over the highest crime in Florida,andrew gillum crime dropping tallahassee ,ron desantis tallahassee mayor andrew gillum presided highest crime florida ,0.41,0.36363636363636365,57,0.0,N,N,0.0,0.46295352724918376
PAC backing Gary Johnson says Dick Cheney 'supported gay marriage sooner' than Hillary Clinton,Hillary Clinton’s changing position on same-sex marriage,pac backing gary johnson dick cheney supported gay marriage sooner hillary clinton ,hillary clintons changing position samesex marriage ,0.14,0.125,59,0.0,ST,N,0.0,0.41643334387897857
State Rep. Blazejewski says Rhode Island law made white lies misdemeanors if transmitted on the Internet.,Rep. Christopher Blazejewski says most Dunkin' Donuts tips don't go to employees,state rep blazejewski rhode island law made white lies misdemeanors transmitted internet ,rep christopher blazejewski dunkin donuts tips dont go employees ,0.11,0.10526315789473684,64,0.0,N,N,0.3563004293331381,0.07188185197458608
Conservative PAC claims Democrats banned incandescent light bulbs in favor of fluorescent light bulbs,Conservative group claims new law would require people to throw away existing light bulbs and replace with more efficient ones,conservative pac claims democrats banned incandescent light bulbs favor fluorescent light bulbs ,conservative group claims new law would require people throw away existing light bulbs replace efficient ones ,0.24,0.18181818181818182,65,0.0,E,N,0.0,0.6043007742106992
Rick Perry says more and more scientists are questioning global warming,Do scientists disagree about global warming?,rick perry scientists questioning global warming ,scientists disagree global warming ,0.45,0.42857142857142855,21,0.0,ST,N,0.0,0.37545663423725445
Health care exchange is government's way of regulating insurers,No free health care for illegal immigrants in the health bill,health care exchange governments way regulating insurers ,free health care illegal immigrants health bill ,0.24,0.18181818181818182,40,0.0,ST,N,0.20199309249791833,0.7092972666062739
Andrew Gillum's Pants on Fire claim on Florida's low unemployment rate,Is Florida's economy propped up by low-wage jobs? Gillum says yes,andrew gillums pants fire claim floridas low unemployment rate ,floridas economy propped lowwage jobs gillum yes ,0.07,0.06666666666666667,49,0.0,E,ST,1.0000000000000002,0.16812000266237898
Did Scott Walker flip-flop on how budget shortfalls are measured??,Scott Walker says he's got himself to thank for his tax bill going down,scott walker flipflop budget shortfalls measured ,scott walker hes got thank tax bill going ,0.17,0.16666666666666666,29,0.0,ST,N,0.2605556710562624,0.8267283375553851
Mitt Romney attack Barack Obama over Boeing plant question,Mitt Romney ad says labor board tried to block Boeing from building factory in South Carolina,mitt romney attack barack obama boeing plant question ,mitt romney ad labor board tried block boeing building factory south carolina ,0.18,0.17647058823529413,43,0.0,ST,N,0.3360969272762575,0.7260340485556083
Donald Trump says Hillary Clinton wants to let 500 percent more Syrians into the U.S.,Newt Gingrich says Hillary Clinton wants to increase number of Syrian refugees by 500 percent,donald trump hillary clinton wants let five hundred percent syrians us ,newt gingrich hillary clinton wants increase number syrian refugees five hundred percent ,0.36,0.35294117647058826,53,0.23076923076923078,E*,N,0.0,0.049082592948470685
Hillary Clinton flip-flops on Trans-Pacific Partnership,What Hillary Clinton really said about TPP and the 'gold standard',hillary clinton flipflops transpacific partnership ,hillary clinton really tpp gold standard ,0.23,0.2222222222222222,28,0.0,ST,ST,1.0000000000000002,0.3455747235728771
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,brendan doherty david cicilline campaign funded big political action committees ,us rep david cicilline republican opponent brendan doherty wants repeal obamacare increase drug prices seniors ,0.2,0.19047619047619047,80,0.0,N,N,0.08704446792504218,0.10318898533313867
"U.S. Rep. Charlie Gonzalez says that in Arizona, Mitt Romney said the state’s SB 1070 law should be model for nation",Barack Obama says Mitt Romney called the Arizona immigration law a 'model for the nation.',us rep charlie gonzalez arizona mitt romney states sb one thousand seventy law model nation ,barack obama mitt romney called arizona immigration law model nation ,0.33,0.3157894736842105,50,0.0,E*,N,0.0,0.10398559004749003
"Obama: Since 2010, U.S. has created more jobs than 'all advanced economies combined'",Obama: U.S. has put more people 'back to work' than all other advanced economies combined,obama since 2010 us created jobs advanced economies combined ,obama us put people back work advanced economies combined ,0.39,0.38461538461538464,21,0.18181818181818182,E,ST,0.33609692727625756,0.6239725201003238
Has Scott Walker changed his view on ethanol mandates?,"Has PolitiFact rated Scott Walker the nation's ""most factually-challenged"" politician?",scott walker changed view ethanol mandates ,politifact rated scott walker nations factuallychallenged politician ,0.18,0.18181818181818182,50,0.0,N,N,0.0,0.5247571305403436
"Dem recall candidate Tom Barrett says GOP Wisconsin Gov. Scott Walker ""caused"" top job losses in U.S.","Potential recall candidate Kathleen Falk says job losses under Wisconsin Gov. Scott Walker worst in ""decades""",dem recall candidate tom barrett gop wisconsin gov scott walker caused top job losses us ,potential recall candidate kathleen falk job losses wisconsin gov scott walker worst decades ,0.4,0.4,46,0.14285714285714285,E*,N,0.0,0.25308122152561935
U.S. Rep. David Cicilline says Providence made full pension contributions six of eight years that he was mayor,"Brendan Doherty says incumbent U.S. Rep. David Cicilline, as Providence mayor, intentionally missed deadlines for providing information to the city's external auditors",us rep david cicilline providence made full pension contributions six eight years mayor ,brendan doherty incumbent us rep david cicilline providence mayor intentionally missed deadlines providing information citys external auditors ,0.26,0.25,87,0.1875,N,N,0.10599213135093251,0.6348087971775132
John Kasich: 'I took the state of Ohio from an $8 billion hole … to a $2 billion surplus',Did Arnold Schwarzenegger bend the truth with John Kasich claim?,john kasich took state ohio 8 billion hole 2 billion surplus ,arnold schwarzenegger bend truth john kasich claim ,0.13,0.13333333333333333,50,0.0,N,N,0.0,0.3563004293331381
Zaccaria says Langevin votes the party line about 98 percent of the time,Zaccaria says Langevin has been the most reliable vote for Speaker Pelosi.,zaccaria langevin votes party line ninetyeight percent time ,zaccaria langevin reliable vote speaker pelosi ,0.17,0.16666666666666666,30,0.1,N,ST,1.0000000000000002,0.1707761131901165
Democratic group says Ileana Ros-Lehtinen voted against VA backlog fixes,Democratic group says Rep. Sean Duffy has a long record of votes against VA backlog fixes,democratic group ileana roslehtinen voted va backlog fixes ,democratic group rep sean duffy long record votes va backlog fixes ,0.37,0.35714285714285715,22,0.375,ST,ST,0.6029748160380572,0.45529842432951434
DNC ad says Mitt Romney flip-flopped on abortion,Mitt Romney evolved significantly in his position on abortion,dnc ad mitt romney flipflopped abortion ,mitt romney evolved significantly position abortion ,0.34,0.3333333333333333,32,0.0,ST,N,0.0,0.23569101223724895
Rep. Brett Hulsey says Wisconsin has created fewer jobs every year Scott Walker has been governor,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,rep brett hulsey wisconsin created fewer jobs every year scott walker governor ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.15,0.15,59,0.0,ST,N,0.0,0.2885788316278926
"U.S. Rep. David Cicilline says he voted for tougher laws against child abusers, domestic abusers, when he was a Rhode Island state representative",U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,us rep david cicilline voted tougher laws child abusers domestic abusers rhode island state representative ,us rep david cicilline republican brendan doherty wants raise social security eligibility age without regard workers physically demanding jobs ,0.13,0.13793103448275862,90,0.19047619047619047,N,N,0.20199309249791841,0.13619420262403298
"Rick Perry says ""we"" created 1 million new jobs while rest of nation lost over 2 million",Rick Perry says Texas accounted for 48 percent of U.S. jobs created after recession's end,rick perry created one million new jobs rest nation lost two million ,rick perry texas accounted fortyeight percent us jobs created recessions end ,0.19,0.2222222222222222,52,0.07692307692307693,ST,N,0.22028815056182968,0.10767535583398324
George Allen says Barack Obama promised stimulus would keep unemployment below 8 percent,Mitt Romney says president promised peak of 8 percent unemployment,george allen barack obama promised stimulus would keep unemployment eight percent ,mitt romney president promised peak eight percent unemployment ,0.27,0.26666666666666666,54,0.0,E*,N,0.0,0.27187930528799314
Dividends taxes won't crash the market,Dems don't propose tax increases on lower incomes,dividends taxes wont crash market ,dems dont propose tax increases lower incomes ,0.0,0.0,33,0.0,N,ST,1.0000000000000002,0.2719978070197995
DNC ad says Mitt Romney flip-flopped on Obama stimulus,DNC ad says Mitt Romney flip-flopped on taxpayer pledge,dnc ad mitt romney flipflopped obama stimulus ,dnc ad mitt romney flipflopped taxpayer pledge ,0.56,0.5555555555555556,14,0.8571428571428571,N,ST,0.6694188517266485,0.11674195505235431
Jeb Bush: Planned Parenthood isn't involved in women's health,Conservative pundit says Planned Parenthood CEO 'forced to concede' abortions make up 86% of revenue,jeb bush planned parenthood isnt involved womens health ,conservative pundit planned parenthood ceo forced concede abortions make 86 revenue ,0.12,0.11764705882352941,51,0.0,N,N,0.0,0.04851444156903247
Rick Perry says Mitt Romney shifted stance when he deleted health care line from his book,Rick Santorum has it wrong on Mitt Romney's book,rick perry mitt romney shifted stance deleted health care line book ,rick santorum wrong mitt romneys book ,0.23,0.21428571428571427,47,0.0,ST,N,0.5031026124151314,0.1961102099070307
Sen. Rand Paul says Obama 'is advocating a drone strike program in America',Rand Paul says CIA Director John Brennan claimed no geographic limit on drone strikes,sen rand paul obama advocating drone strike program america ,rand paul cia director john brennan claimed geographic limit drone strikes ,0.18,0.17647058823529413,50,0.09090909090909091,ST,ST,1.0000000000000002,0.1731570734996561
"U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years",U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,us sen sheldon whitehouse proposal would keep social security solvent 2033 alive seventyfive additional years ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.16,0.14814814814814814,86,0.0625,N,N,0.11234277891542777,0.027294853627227954
Mitt Romney repeats claim that Obama went around the world apologizing for the United States,Ted Cruz says Obama made “a worldwide apology tour”,mitt romney repeats claim obama went around world apologizing united states ,ted cruz obama made worldwide apology tour ,0.06,0.058823529411764705,51,0.0,E*,N,0.0,0.21840616211423594
American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,Gina Raimondo says Providence taxes rose nearly 27 percent under Mayor Angel Taveras,american leadhership pac providence one hundred shootings year angel taveras tenure ,gina raimondo providence taxes rose nearly twentyseven percent mayor angel taveras ,0.16,0.15789473684210525,59,0.0,N,N,0.09349477497536716,0.4809731079601445
"Rick Scott changed the terms of his promise to create 700,000 jobs on top of natural growth, ad says",Rick Scott correct that Florida created 1 million jobs on his watch,rick scott changed terms promise create 700000 jobs top natural growth ad ,rick scott correct florida created one million jobs watch ,0.17,0.16666666666666666,44,0.0,ST,N,0.0,0.0845798608014702
American Crossroads says Bill Nelson sold pasture for big profit,American Crossroads attacks Bill Nelson on agricultural tax break,american crossroads bill nelson sold pasture big profit ,american crossroads attacks bill nelson agricultural tax break ,0.34,0.3333333333333333,26,0.0,ST,ST,1.0000000000000002,0.2720595904124083
Glenn Beck says Allen West is a modern-day Ronin,Patrick Murphy attacks Allen West for military investigation,glenn beck allen west modernday ronin ,patrick murphy attacks allen west military investigation ,0.18,0.18181818181818182,36,0.0,N,N,0.20199309249791836,0.13646768763828288
Pat Toomey says U.S. has highest corporate tax rates in the world,"Gary Johnson says U.S. has ""the highest corporate income tax in the world right now”",pat toomey us highest corporate tax rates world ,gary johnson us highest corporate income tax world right ,0.42,0.4166666666666667,24,0.3,E*,N,0.0,0.2650111492047206
Rudy Giuliani wrongly says Hillary Clinton is for open borders,Donald Trump says Hillary Clinton wants to let criminal undocumented immigrants stay in U.S.,rudy giuliani wrongly hillary clinton open borders ,donald trump hillary clinton wants let criminal undocumented immigrants stay us ,0.13,0.125,60,0.125,N,N,0.0,0.16136825906116634
Did Scott Walker flip-flop on how budget shortfalls are measured??,"Scott Walker: UW tuition will be lower than ""just about any other campus""",scott walker flipflop budget shortfalls measured ,scott walker uw tuition lower campus ,0.2,0.2,29,0.0,N,N,0.5031026124151314,0.6264004211029753
Robert Menendez says New Jersey budget shortfall means education funding cuts,"Television ad promotes Chris Christie’s spending cuts, increased education funding",robert menendez new jersey budget shortfall means education funding cuts ,television ad promotes chris christies spending cuts increased education funding ,0.18,0.17647058823529413,54,0.0,N,N,0.29121941856368966,0.0
Rick Scott says Florida's job growth is the third most of any state,Rick Scott correct that Florida created 1 million jobs on his watch,rick scott floridas job growth third state ,rick scott correct florida created one million jobs watch ,0.15,0.14285714285714285,33,0.0,ST,ST,1.0000000000000002,0.5193879933129156
Donald Trump was not 'loud and clear' in Iraq War opposition,Donald Trump did not warn the Iraq War would 'destabilize the Middle East' before it started,donald trump loud clear iraq war opposition ,donald trump warn iraq war would destabilize middle east started ,0.32,0.3076923076923077,42,0.0,ST,N,0.20199309249791833,0.21693381701139697
Mitch McConnell among flip-floppers on Senate's 'nuclear option',Barack Obama among flip-floppers on Senate's 'nuclear option',mitch mcconnell among flipfloppers senates nuclear option ,barack obama among flipfloppers senates nuclear option ,0.56,0.5555555555555556,13,1.0,ST,N,0.0,0.10337705747048082
Connie Mack says Bill Nelson missed 56 percent of his votes -- in 1990,Bill Nelson says Connie Mack missed a lot of votes this year,connie mack bill nelson missed fiftysix percent votes one thousand nine hundred ninety ,bill nelson connie mack missed lot votes year ,0.43,0.4,60,0.0,ST,N,0.14438355527738675,0.03469236704547868
Gina Raimondo says Providence taxes rose nearly 27 percent under Mayor Angel Taveras,Mayor Angel Taveras says high school graduation rates are up in Providence,gina raimondo providence taxes rose nearly twentyseven percent mayor angel taveras ,mayor angel taveras high school graduation rates providence ,0.27,0.26666666666666666,65,0.1,N,N,0.11234277891542777,0.0633548122219654
GOP state Senate candidate Leah Vukmir says the Legislature passed more than $5 billion in tax increases in 2009,Republican lieutenant governor candidate Rebecca Kleefisch says state lawmakers raised taxes by $5 billion in 2009,gop state senate candidate leah vukmir legislature passed 5 billion tax increases two thousand nine ,republican lieutenant governor candidate rebecca kleefisch state lawmakers raised taxes 5 billion two thousand nine ,0.28,0.30434782608695654,67,0.0,E*,N,0.0,0.0
Mitt Romney says voters who support Barack Obama are “people who pay no income tax”,Mitt Romney says 47 percent of Americans pay no income tax,mitt romney voters support barack obama people pay income tax ,mitt romney fortyseven percent americans pay income tax ,0.39,0.38461538461538464,26,0.3333333333333333,ST,ST,1.0000000000000002,0.568645647874255
Mitt Romney says unemployment in Texas weakens Rick Perry's appeal,Mitt Romney paints a dire picture of Texas unemployment on Rick Perry's watch,mitt romney unemployment texas weakens rick perrys appeal ,mitt romney paints dire picture texas unemployment rick perrys watch ,0.51,0.5,32,0.125,ST,ST,0.33609692727625756,0.4360379885513016
Robocall says Cranston mayoral academy would increase taxes 6 percent to 8 percent,Mayors claim students in Blackstone Valley charter school were first in R.I. to achieve 100 percent proficiency in state reading tests,robocall cranston mayoral academy would increase taxes six percent eight percent ,mayors claim students blackstone valley charter school first ri achieve one hundred percent proficiency state reading tests ,0.08,0.038461538461538464,88,0.0,N,N,0.1506401849870651,0.0
"At debate, Rand Paul says income inequality is worse in cities run by Democrats",Rand Paul says income inequality is worse in cities with Democratic mayors,debate rand paul income inequality worse cities run democrats ,rand paul income inequality worse cities democratic mayors ,0.55,0.5454545454545454,19,0.7,E,ST,0.26055567105626243,0.39244259912930424
Mitt Romney rejected state tax pledge before signing national one,Did Mitt Romney flip-flop on TARP?,mitt romney rejected state tax pledge signing national one ,mitt romney flipflop tarp ,0.21,0.18181818181818182,41,0.0,ST,N,0.26055567105626243,0.17291855724081642
Barack Obama among flip-floppers on Senate's 'nuclear option',Harry Reid among flip-floppers on Senate's 'nuclear option',barack obama among flipfloppers senates nuclear option ,harry reid among flipfloppers senates nuclear option ,0.56,0.5555555555555556,9,1.0,ST,N,0.0,0.15500115480128754
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Has Scott Walker changed his view on ethanol mandates?,scott walker flipflop immigration pathway citizenship ,scott walker changed view ethanol mandates ,0.2,0.2,32,0.0,N,N,0.26055567105626243,0.4259029915533502
"John Boehner says Keystone XL pipeline would create 100,000 jobs",Cory Gardner says Keystone XL pipeline would create thousands of jobs in Colorado,john boehner keystone xl pipeline would create 100000 jobs ,cory gardner keystone xl pipeline would create thousands jobs colorado ,0.47,0.46153846153846156,25,0.5,E*,N,0.0,0.09232139829308134
Does Mayor Allan Fung's budget for Cranston cover all retirement costs?,American LeadHERship ad ignores the three years Allan Fung didn't raise taxes,mayor allan fungs budget cranston cover retirement costs ,american leadhership ad ignores three years allan fung didnt raise taxes ,0.06,0.05555555555555555,55,0.0,N,N,0.1506401849870651,0.20199309249791841
"Mitt Romney says ""Obamacare"" means up to 20 million Americans will lose insurance they like and want","Barack Obama says that under his health care law, those who have health insurance will keep it",mitt romney obamacare means twenty million americans lose insurance like want ,barack obama health care law health insurance keep ,0.05,0.058823529411764705,48,0.0,ST,N,0.20199309249791836,0.41120705506761873
Hillary Clinton faults Donald Trump for hoping for real estate crash that led to the Great Recession,Congressman repeats Mostly True claim: Donald Trump ‘rooted for the housing crisis’,hillary clinton faults donald trump hoping real estate crash led great recession ,congressman repeats mostly true claim donald trump rooted housing crisis ,0.1,0.1,56,0.0,E*,N,0.0,0.3437380017490276
Mitch McConnell among flip-floppers on Senate's 'nuclear option',Harry Reid among flip-floppers on Senate's 'nuclear option',mitch mcconnell among flipfloppers senates nuclear option ,harry reid among flipfloppers senates nuclear option ,0.56,0.5555555555555556,13,1.0,ST,N,0.0,0.10967069638804154
Bill Nelson says Connie Mack missed a lot of votes this year,Connie Mack says his career voting participation is on par with that of Bill Nelson,bill nelson connie mack missed lot votes year ,connie mack career voting participation par bill nelson ,0.34,0.3333333333333333,45,0.0,ST,N,0.14438355527738675,0.22730995124984749
Dividends taxes won't crash the market,Capital gains taxes often don't apply to homeowners,dividends taxes wont crash market ,capital gains taxes often dont apply homeowners ,0.09,0.09090909090909091,31,0.0,ST,ST,1.0000000000000002,0.43925825288965115
Romney says only Obama has cut Medicare,Romney: Obama 'only president' to cut Medicare,romney obama cut medicare ,romney obama president cut medicare ,0.82,0.8,10,0.0,E,E,0.22028815056182974,0.45973195571267633
CNN's Van Jones says Keystone pipeline only creates 35 permanent jobs,"TransCanada CEO says 42,000 Keystone XL pipeline jobs are 'ongoing, enduring'",cnns van jones keystone pipeline creates thirtyfive permanent jobs ,transcanada ceo 42000 keystone xl pipeline jobs ongoing enduring ,0.2,0.2,46,0.0,ST,N,0.0,0.061005457719230355
"Brendan Doherty says incumbent U.S. Rep. David Cicilline, as Providence mayor, intentionally missed deadlines for providing information to the city's external auditors",Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,brendan doherty incumbent us rep david cicilline providence mayor intentionally missed deadlines providing information citys external auditors ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.17,0.16666666666666666,104,0.0,N,N,0.0,0.08340941143953931
Barack Obama says deficit fell from 10 percent of GDP to 3 percent on his watch,RNC chair Reince Priebus says Barack Obama has 'the worst record of any president' on debt,barack obama deficit fell ten percent gdp three percent watch ,rnc chair reince priebus barack obama worst record president debt ,0.1,0.11764705882352941,49,0.0,ST,N,0.0,0.0849512095713041
Donald Trump off-base in describing GDP growth on his watch,"Donald Trump wrong that Mercedes, BMW import cars to U.S. by the millions",donald trump offbase describing gdp growth watch ,donald trump wrong mercedes bmw import cars us millions ,0.15,0.14285714285714285,35,0.0,N,N,0.26055567105626243,0.1533173511251874
DNC ad says Mitt Romney flip-flopped on Obama stimulus,Did Mitt Romney flip-flop on TARP?,dnc ad mitt romney flipflopped obama stimulus ,mitt romney flipflop tarp ,0.24,0.2222222222222222,23,0.25,N,N,0.0,0.1509980860215223
Did Scott Walker flip-flop on how budget shortfalls are measured??,Columnist Gail Collins blames Gov. Scott Walker for teacher's lost job,scott walker flipflop budget shortfalls measured ,columnist gail collins blames gov scott walker teachers lost job ,0.15,0.14285714285714285,47,0.0,N,N,0.0,0.5817801297770355
"Crisafulli says 257,000 would be 'forced into Medicaid' under expansion","Patients who use LIP are different than Medicaid expansion population, Scott says",crisafulli 257000 would forced medicaid expansion ,patients use lip different medicaid expansion population scott ,0.17,0.16666666666666666,43,0.0,ST,N,0.3360969272762575,0.4018066372119873
Liz Cheney: Iran not meeting nuclear reporting obligations,Stephen Hayes: Iran cheated on the interim nuclear deal,liz cheney iran meeting nuclear reporting obligations ,stephen hayes iran cheated interim nuclear deal ,0.17,0.16666666666666666,40,0.0,E*,N,0.0,0.4279460058175889
Charlie Crist blames Rick Scott for teacher layoffs and class size increases,"Does Rick Scott hold the record on education funding, as Republicans say?",charlie crist blames rick scott teacher layoffs class size increases ,rick scott hold record education funding republicans ,0.14,0.13333333333333333,53,0.0,ST,N,0.0,0.10214007428645529
Paul Begala says Mitt Romney said he would pay no taxes under Paul Ryan's tax plan,Barack Obama says a Paul Ryan tax plan would have eliminated almost all of Romney's taxes,paul begala mitt romney would pay taxes paul ryans tax plan ,barack obama paul ryan tax plan would eliminated almost romneys taxes ,0.35,0.3125,47,0.0,E*,N,0.0,0.15970618175064372
Did Scott Walker flip-flop on how budget shortfalls are measured??,"On supporting 2015 right to work legislation, a Scott Walker reversal",scott walker flipflop budget shortfalls measured ,supporting two thousand fifteen right work legislation scott walker reversal ,0.15,0.14285714285714285,57,0.0,N,N,0.20199309249791833,0.5994229448885691
Ken Block knocks Republican Allan Fung's donations to controversial Democrats,Ken Block says Cranston Mayor Allan Fung increased the garbage tax by as much as $200,ken block knocks republican allan fungs donations controversial democrats ,ken block cranston mayor allan fung increased garbage tax much 200 ,0.18,0.17647058823529413,44,0.0,N,N,0.12735952979479354,0.5173192408642763
Rep. Leonidas Raptakis: R.I. murderers’ parole wait shortest in Northeast U.S.,R.I. Sen. Leonidas Raptakis says state minimum wage rose 31 percent in two years,rep leonidas raptakis ri murderers parole wait shortest northeast us ,ri sen leonidas raptakis state minimum wage rose thirtyone percent two years ,0.16,0.15789473684210525,43,0.0,N,N,0.2523342014336961,0.8483102047265865
Scott Walker says 2013 job growth in Wisconsin was best since 1990s,Scott Walker says Wisconsin third in Midwest in jobs created,scott walker two thousand thirteen job growth wisconsin best since 1990s ,scott walker wisconsin third midwest jobs created ,0.21,0.2,42,0.125,ST,N,0.22028815056182974,0.5224084666664462
"Barack Obama ad says Paul Ryan’s Medicare plan could raise costs for Medicare beneficiaries by $6,000 each","Kathleen Sebelius repeats claim that Romney-Ryan Medicare 'voucher' plan would cost seniors $6,400",barack obama ad paul ryans medicare plan could raise costs medicare beneficiaries 6000 ,kathleen sebelius repeats claim romneyryan medicare voucher plan would cost seniors 6400 ,0.13,0.09090909090909091,65,0.0,ST,N,0.0,0.4546991952836571
Marco Rubio says 3 million jobs unfilled due to lack of skills,"Rep. Virginia Foxx warns of mismatch between skills, available jobs",marco rubio three million jobs unfilled due lack skills ,rep virginia foxx warns mismatch skills available jobs ,0.14,0.13333333333333333,45,0.0,E*,N,0.0,0.23577033983032977
Democratic Party chair Allison Tant attacks Gov. Rick Scott on teacher pay raises,Charlie Crist says Rick Scott cut K-12 by $1.3 billion in his first year and higher ed by $300 million in his second,democratic party chair allison tant attacks gov rick scott teacher pay raises ,charlie crist rick scott cut k12 13 billion first year higher ed 300 million second ,0.08,0.08,68,0.0,N,N,0.20199309249791836,0.0539965095470432
"More Americans killed by guns since 1968 than in all U.S. wars, columnist Nicholas Kristof writes",PBS commentator Mark Shields says more killed by guns since '68 than in all U.S. wars,americans killed guns since one thousand nine hundred sixtyeight us wars columnist nicholas kristof writes ,pbs commentator mark shields killed guns since 68 us wars ,0.26,0.25,82,0.5714285714285714,E,N,0.0,0.1772106108390943
Chairwoman of Ocean State Prevention Alliance says many Rhode Island teens don’t think daily marijuana use poses serious risk of harm,Rhode Island Sen. Joshua Miller says state’s total medical spending fell 18 percent from 2007 to 2011,chairwoman ocean state prevention alliance many rhode island teens dont think daily marijuana use poses serious risk harm ,rhode island sen joshua miller states total medical spending fell eighteen percent two thousand seven two thousand eleven ,0.05,0.0625,99,0.0,N,N,0.1707761131901165,0.0
Alan Grayson says opponent wants to make divorce illegal in stinging new ad,Alan Grayson calls opponent 'Taliban Dan Webster' in stinging new TV ad,alan grayson opponent wants make divorce illegal stinging new ad ,alan grayson calls opponent taliban dan webster stinging new tv ad ,0.4,0.4,29,0.1,ST,ST,0.29121941856368966,0.06882145840196503
Florida GOP says Alex Sink oversaw $27B loss in pension fund,Florida GOP says Alex Sink supported $5.2B debt increase,florida gop alex sink oversaw 27b loss pension fund ,florida gop alex sink supported 52b debt increase ,0.31,0.3076923076923077,25,0.42857142857142855,N,N,0.4112070550676187,0.32064470751904733
Scarborough: Clinton Foundation broke its own rules not to take foreign donations,Grover Norquist says State Department employees sent thank-yous to donors of Clinton Foundation,scarborough clinton foundation broke rules take foreign donations ,grover norquist state department employees sent thankyous donors clinton foundation ,0.13,0.125,57,0.0,N,N,0.0,0.4223270269109307
Obama regrets 2006 vote against raising the debt limit,Bachmann said Obama voted against the debt limit when he was a senator,obama regrets two thousand six vote raising debt limit ,bachmann obama voted debt limit senator ,0.26,0.25,41,0.14285714285714285,ST,N,0.0,0.22032071329094005
"U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years",U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,us sen sheldon whitehouse proposal would keep social security solvent 2033 alive seventyfive additional years ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.16,0.15384615384615385,84,0.0625,N,N,0.09349477497536716,0.03903291132356185
"Mitt Romney says Barack Obama ""traveled around the globe to apologize for America.”",Ted Cruz says Obama made “a worldwide apology tour”,mitt romney barack obama traveled around globe apologize america ,ted cruz obama made worldwide apology tour ,0.07,0.06666666666666667,38,0.0,E*,N,0.0,0.21840616211423608
"Mitt Romney's views on climate change have changed, says DNC",On Mitt Romney and whether humans are causing climate change,mitt romneys views climate change changed dnc ,mitt romney whether humans causing climate change ,0.28,0.2727272727272727,28,0.0,ST,N,0.0,0.2941106617101239
"No, it's not correct that 39% of California students are undocumented",Viral image overstates births to undocumented mothers in California,correct 39 california students undocumented ,viral image overstates births undocumented mothers california ,0.21,0.2,44,0.0,ST,N,0.33609692727625756,0.10152852403842219
DNC ad says Mitt Romney flip-flopped on taxpayer pledge,DNC ad accuses Mitt Romney of flip-flopping on assault-weapons ban,dnc ad mitt romney flipflopped taxpayer pledge ,dnc ad accuses mitt romney flipflopping assaultweapons ban ,0.37,0.36363636363636365,27,0.0,N,ST,0.6694188517266485,0.15024988442337192
Did Scott Walker flip-flop on how budget shortfalls are measured??,"Scott Walker claims credit for $816 in property tax savings over ""where things were headed""",scott walker flipflop budget shortfalls measured ,scott walker claims credit 816 property tax savings things headed ,0.15,0.14285714285714285,40,0.0,N,N,0.5031026124151314,0.7799154245579976
